UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,low_temp_diff_flag,high_torque_flag,high_tool_wear_flag,ml_risk_score,ml_predicted_failure,ml_risk_tier
2406,L49585,L,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,9.599999999999966,0,0,1,0.01298731427691671,0,Low
2407,L49586,L,299.1,308.6,1437,41.6,183,0,0,0,0,0,0,9.5,0,0,1,0.025195348874153763,0,Low
2408,M17267,M,299.1,308.6,1499,45.1,185,0,0,0,0,0,0,9.5,0,0,1,0.056684805595436656,0,Low
2409,L49588,L,299.0,308.4,1356,52.6,188,0,0,0,0,0,0,9.399999999999975,0,1,1,0.2335435353939168,0,Medium
2410,L49589,L,299.1,308.5,1539,46.8,190,0,0,0,0,0,0,9.399999999999975,0,0,1,0.017708757838413323,0,Low
2411,L49590,L,299.1,308.5,1689,32.1,192,0,0,0,0,0,0,9.399999999999975,0,0,1,0.05083343207741945,0,Low
2412,L49591,L,299.0,308.5,1559,38.1,194,0,0,0,0,0,0,9.5,0,0,1,0.02322313391617612,0,Low
2413,L49592,L,299.1,308.6,1408,46.7,196,0,0,0,0,0,0,9.5,0,0,1,0.042832497345667506,0,Low
2414,L49593,L,299.0,308.5,1886,23.0,198,0,0,0,0,0,0,9.5,0,0,1,0.05522035027452245,0,Low
2415,L49594,L,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,9.399999999999975,0,0,0,0.007471467852288822,0,Low
2416,M17275,M,299.1,308.5,1587,35.6,2,0,0,0,0,0,0,9.399999999999975,0,0,0,0.0032023050956512507,0,Low
2417,L49596,L,299.0,308.4,1571,38.6,5,0,0,0,0,0,0,9.399999999999975,0,0,0,0.0014937561116590877,0,Low
2418,L49597,L,298.9,308.3,1576,36.6,7,0,0,0,0,0,0,9.400000000000034,0,0,0,0.0014937561116590877,0,Low
2419,L49598,L,298.9,308.3,1660,34.4,9,0,0,0,0,0,0,9.400000000000034,0,0,0,0.00244613706404004,0,Low
2420,M17279,M,298.9,308.2,1328,49.2,11,0,0,0,0,0,0,9.300000000000011,0,1,0,0.03319846544610874,0,Low
2421,H31834,H,298.8,308.2,1450,44.7,14,0,0,0,0,0,0,9.399999999999975,0,0,0,0.007965063880462517,0,Low
2422,L49601,L,298.9,308.2,2384,15.0,19,0,0,0,0,0,0,9.300000000000011,0,0,0,0.1316358199474446,0,Low
2423,L49602,L,298.8,308.2,1443,53.4,21,0,0,0,0,0,0,9.399999999999975,0,1,0,0.03149059892895516,0,Low
2424,M17283,M,298.9,308.2,2022,20.0,23,0,0,0,0,0,0,9.300000000000011,0,0,0,0.018334431824530935,0,Low
2425,L49604,L,298.9,308.2,1828,23.8,26,0,0,0,0,0,0,9.300000000000011,0,0,0,0.01522366474239362,0,Low
2426,L49605,L,298.8,308.1,1472,53.5,28,0,0,0,0,0,0,9.300000000000011,0,1,0,0.019349182249806408,0,Low
2427,M17286,M,298.9,308.2,1372,63.6,30,1,0,0,1,0,0,9.300000000000011,0,1,0,0.9620064382630392,1,Critical
2428,L49607,L,298.9,308.3,1855,23.8,33,0,0,0,0,0,0,9.400000000000034,0,0,0,0.009694508206941748,0,Low
2429,M17288,M,299.0,308.3,1377,47.2,35,0,0,0,0,0,0,9.300000000000011,0,1,0,0.023963873003824004,0,Low
2430,L49609,L,298.9,308.3,1432,48.9,38,0,0,0,0,0,0,9.400000000000034,0,1,0,0.018556710025320413,0,Low
2431,M17290,M,298.9,308.2,1335,47.8,40,0,0,0,0,0,0,9.300000000000011,0,1,0,0.041347562484361,0,Low
2432,M17291,M,298.9,308.2,1411,51.3,43,0,0,0,0,0,0,9.300000000000011,0,1,0,0.021429386634987044,0,Low
2433,L49612,L,298.9,308.2,1510,43.5,46,0,0,0,0,0,0,9.300000000000011,0,0,0,0.004086946302963096,0,Low
2434,L49613,L,299.0,308.3,1441,44.0,48,0,0,0,0,0,0,9.300000000000011,0,0,0,0.004562790113786089,0,Low
2435,M17294,M,299.0,308.2,1358,42.7,50,0,0,0,0,0,0,9.199999999999989,0,0,0,0.012202296300806648,0,Low
2436,L49615,L,298.9,308.2,1686,30.4,53,0,0,0,0,0,0,9.300000000000011,0,0,0,0.013011453457381477,0,Low
2437,H31850,H,299.0,308.2,1662,30.4,55,0,0,0,0,0,0,9.199999999999989,0,0,0,0.01094553937424685,0,Low
2438,L49617,L,299.1,308.3,1426,40.1,60,0,0,0,0,0,0,9.199999999999989,0,0,0,0.0063946980810868775,0,Low
2439,M17298,M,299.1,308.4,1330,53.6,62,0,0,0,0,0,0,9.299999999999956,0,1,0,0.009935041288087755,0,Low
2440,L49619,L,299.1,308.4,1693,31.6,65,0,0,0,0,0,0,9.299999999999956,0,0,0,0.013066721160317573,0,Low
2441,L49620,L,299.1,308.4,1426,47.9,67,0,0,0,0,0,0,9.299999999999956,0,1,0,0.02112226971525861,0,Low
2442,L49621,L,299.1,308.5,1676,31.0,69,0,0,0,0,0,0,9.399999999999975,0,0,0,0.006603624382101935,0,Low
2443,M17302,M,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,9.299999999999956,0,1,0,0.005949684194566552,0,Low
2444,L49623,L,299.1,308.5,1647,35.0,74,0,0,0,0,0,0,9.399999999999975,0,0,0,0.0018456339840867099,0,Low
2445,L49624,L,299.2,308.6,1267,68.2,76,1,0,0,1,0,0,9.400000000000034,0,1,0,0.8691636051073531,1,Critical
2446,H31859,H,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,9.5,0,1,0,0.023246283556070172,0,Low
2447,L49626,L,299.3,308.6,1422,48.9,83,0,0,0,0,0,0,9.300000000000011,0,1,0,0.021215238640695886,0,Low
2448,L49627,L,299.3,308.7,1408,48.7,85,0,0,0,0,0,0,9.399999999999975,0,1,0,0.015895455581499837,0,Low
2449,L49628,L,299.4,308.9,1440,42.5,87,0,0,0,0,0,0,9.5,0,0,0,0.005516212089318168,0,Low
2450,L49629,L,299.3,308.8,1772,25.2,89,0,0,0,0,0,0,9.5,0,0,0,0.012240729647103498,0,Low
2451,L49630,L,299.2,308.7,1492,37.8,91,0,0,0,0,0,0,9.5,0,0,0,0.0018456339840867099,0,Low
2452,L49631,L,299.2,308.7,1650,30.5,93,0,0,0,0,0,0,9.5,0,0,0,0.0018456339840867099,0,Low
2453,M17312,M,299.1,308.6,2329,14.6,95,0,0,0,0,0,0,9.5,0,0,0,0.11594919880751405,0,Low
2454,L49633,L,299.0,308.6,1648,30.8,98,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0010063690056360272,0,Low
2455,L49634,L,299.0,308.6,1653,31.7,100,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0010063690056360272,0,Low
2456,L49635,L,299.0,308.6,1946,22.3,102,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0033361997772542716,0,Low
2457,L49636,L,299.1,308.6,1555,36.6,104,0,0,0,0,0,0,9.5,0,0,0,0.0018456339840867099,0,Low
2458,L49637,L,299.0,308.6,1661,32.2,106,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0010063690056360272,0,Low
2459,L49638,L,299.0,308.6,1434,45.9,108,0,0,0,0,0,0,9.600000000000025,0,0,0,0.007685545491342826,0,Low
2460,L49639,L,299.0,308.6,1297,54.2,110,0,0,0,0,0,0,9.600000000000025,0,1,0,0.06160726154869779,0,Low
2461,L49640,L,299.0,308.6,1466,46.4,112,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0015517020359869182,0,Low
2462,M17321,M,298.9,308.6,1517,39.8,114,0,0,0,0,0,0,9.700000000000044,0,0,0,0.0016501439822775537,0,Low
2463,L49642,L,298.9,308.5,1742,34.5,117,0,0,0,0,0,0,9.600000000000025,0,0,0,0.002510792695492394,0,Low
2464,L49643,L,298.9,308.5,1580,39.1,119,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0010063690056360272,0,Low
2465,M17324,M,298.9,308.5,1534,42.9,121,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0016501439822775537,0,Low
2466,L49645,L,298.9,308.6,1481,40.7,124,0,0,0,0,0,0,9.700000000000044,0,0,0,0.0010063690056360272,0,Low
2467,L49646,L,299.0,308.6,1429,37.7,126,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0050610842507375275,0,Low
2468,M17327,M,298.9,308.6,1574,33.5,128,0,0,0,0,0,0,9.700000000000044,0,0,0,0.0016501439822775537,0,Low
2469,M17328,M,298.9,308.6,1524,40.4,131,0,0,0,0,0,0,9.700000000000044,0,0,0,0.0016501439822775537,0,Low
2470,L49649,L,299.0,308.7,1507,37.5,134,0,0,0,0,0,0,9.699999999999989,0,0,0,0.0010063690056360272,0,Low
2471,L49650,L,298.9,308.5,1467,44.7,136,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0010063690056360272,0,Low
2472,L49651,L,298.9,308.4,1301,51.1,138,0,0,0,0,0,0,9.5,0,1,0,0.04026420757499014,0,Low
2473,L49652,L,298.9,308.5,1429,55.1,140,0,0,0,0,0,0,9.600000000000025,0,1,0,0.04808363177503104,0,Low
2474,M17333,M,298.9,308.5,1555,37.6,142,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0016501439822775537,0,Low
2475,L49654,L,298.9,308.5,1503,40.6,145,0,0,0,0,0,0,9.600000000000025,0,0,0,0.0072708731883220305,0,Low
2476,L49655,L,298.9,308.5,1459,43.1,147,0,0,0,0,0,0,9.600000000000025,0,0,0,0.001704206521655362,0,Low
2477,H31890,H,298.9,308.4,1449,42.4,149,0,0,0,0,0,0,9.5,0,0,0,0.008131290877297784,0,Low
2478,L49657,L,298.9,308.5,1387,57.3,154,0,0,0,0,0,0,9.600000000000025,0,1,0,0.060285183050004035,0,Low
2479,M17338,M,298.9,308.5,1456,50.0,156,0,0,0,0,0,0,9.600000000000025,0,1,0,0.005606673218019159,0,Low
2480,L49659,L,299.0,308.5,1604,34.7,159,0,0,0,0,0,0,9.5,0,0,0,0.004318822058147673,0,Low
2481,L49660,L,299.0,308.6,1734,32.4,161,0,0,0,0,0,0,9.600000000000025,0,0,0,0.013645693015750245,0,Low
2482,L49661,L,299.0,308.6,1378,47.8,163,0,0,0,0,0,0,9.600000000000025,0,1,1,0.030167780954678917,0,Low
2483,L49662,L,298.9,308.7,1504,41.8,165,0,0,0,0,0,0,9.800000000000011,0,0,1,0.008695314525991463,0,Low
2484,M17343,M,298.9,308.7,1402,49.8,167,0,0,0,0,0,0,9.800000000000011,0,1,1,0.028572332317433866,0,Low
2485,H31898,H,298.8,308.6,1524,37.7,170,0,0,0,0,0,0,9.800000000000011,0,0,1,0.012062263038688013,0,Low
2486,L49665,L,298.8,308.6,1593,35.5,175,0,0,0,0,0,0,9.800000000000011,0,0,1,0.008896134160350013,0,Low
2487,M17346,M,298.9,308.7,1772,28.4,177,0,0,0,0,0,0,9.800000000000011,0,0,1,0.048514594581587446,0,Low
2488,H31901,H,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,9.700000000000044,0,0,1,0.01840487907581416,0,Low
2489,L49668,L,298.9,308.7,1356,50.7,185,0,0,0,0,0,0,9.800000000000011,0,1,1,0.1278604610728105,0,Low
2490,H31903,H,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,9.800000000000011,0,0,1,0.011984062870568267,0,Low
2491,H31904,H,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,9.699999999999989,0,0,1,0.017481915550346637,0,Low
2492,L49671,L,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,9.799999999999956,0,0,1,0.014577361873467497,0,Low
2493,H31906,H,299.0,308.8,1382,58.5,199,0,0,0,0,0,0,9.800000000000011,0,1,1,0.3864221760258597,0,Medium
2494,M17353,M,299.0,308.8,1418,45.7,204,0,0,0,0,0,0,9.800000000000011,0,0,1,0.1988090388253081,0,Low
2495,L49674,L,299.1,308.8,1329,53.6,207,1,0,0,0,1,0,9.699999999999989,0,1,1,0.9798928464069485,1,Critical
2496,M17355,M,299.1,308.8,1491,41.0,209,0,0,0,0,0,0,9.699999999999989,0,0,1,0.40352603064400866,0,Medium
2497,M17356,M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,9.699999999999989,0,0,1,0.3940447680828709,0,Medium
2498,M17357,M,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,9.699999999999989,0,0,1,0.29730963600345706,0,Medium
2499,L49678,L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0,9.799999999999956,0,1,1,0.3003710843460031,0,Medium
2500,M17359,M,299.1,308.9,1325,48.4,220,0,0,0,0,0,0,9.799999999999956,0,1,1,0.14791793714381174,0,Low
2501,L49680,L,299.1,308.9,1617,32.3,223,0,0,0,0,0,0,9.799999999999956,0,0,1,0.4867850946339913,0,Medium
2502,M17361,M,299.1,308.9,1476,42.7,225,0,0,0,0,0,0,9.799999999999956,0,0,1,0.30885339975147164,0,Medium
2503,L49682,L,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,9.800000000000011,0,1,1,0.9694672728348119,1,Critical
2504,L49683,L,299.2,309.0,1408,47.2,0,0,0,0,0,0,0,9.800000000000011,0,1,0,0.02522829013589862,0,Low
2505,L49684,L,299.2,309.1,1468,45.6,2,0,0,0,0,0,0,9.900000000000034,0,0,0,0.006610290912592006,0,Low
2506,L49685,L,299.2,309.1,1387,48.7,4,0,0,0,0,0,0,9.900000000000034,0,1,0,0.015915322917163924,0,Low
2507,M17366,M,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,9.900000000000034,0,0,0,0.001281547921363451,0,Low
2508,H31921,H,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,9.900000000000034,0,1,0,0.02083228575935695,0,Low
2509,L49688,L,299.0,308.9,1615,30.6,14,0,0,0,0,0,0,9.899999999999975,0,0,0,0.0004730136532975404,0,Low
2510,L49689,L,299.0,308.9,1511,35.9,16,0,0,0,0,0,0,9.899999999999975,0,0,0,0.0004730136532975404,0,Low
2511,L49690,L,299.1,309.0,1405,53.8,18,0,0,0,0,0,0,9.899999999999975,0,1,0,0.035437119097476405,0,Low
2512,M17371,M,299.0,308.9,1526,41.1,20,0,0,0,0,0,0,9.899999999999975,0,0,0,0.001281547921363451,0,Low
2513,L49692,L,298.9,308.8,1530,38.3,23,0,0,0,0,0,0,9.900000000000034,0,0,0,0.0004730136532975404,0,Low
2514,L49693,L,299.0,308.7,1583,32.5,25,0,0,0,0,0,0,9.699999999999989,0,0,0,0.0009511013026999306,0,Low
2515,L49694,L,298.9,308.6,2069,18.7,27,0,0,0,0,0,0,9.700000000000044,0,0,0,0.0029409008608964034,0,Low
2516,L49695,L,298.8,308.5,1490,35.0,29,0,0,0,0,0,0,9.699999999999989,0,0,0,0.0028111188005127043,0,Low
2517,L49696,L,298.8,308.5,1736,29.0,31,0,0,0,0,0,0,9.699999999999989,0,0,0,0.010013608444051147,0,Low
2518,L49697,L,298.8,308.5,1395,44.4,33,0,0,0,0,0,0,9.699999999999989,0,0,0,0.0109149536862575,0,Low
2519,M17378,M,298.9,308.6,1425,49.6,35,0,0,0,0,0,0,9.700000000000044,0,1,0,0.021857506945338934,0,Low
2520,L49699,L,298.8,308.6,1631,32.4,38,0,0,0,0,0,0,9.800000000000011,0,0,0,0.002333031151110314,0,Low
2521,L49700,L,298.8,308.6,1535,41.2,40,0,0,0,0,0,0,9.800000000000011,0,0,0,0.005644405766832755,0,Low
2522,L49701,L,298.8,308.6,1584,34.4,42,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0003330311511103138,0,Low
2523,M17382,M,298.8,308.7,1543,38.2,44,0,0,0,0,0,0,9.899999999999975,0,0,0,0.0014548937771542304,0,Low
2524,L49703,L,298.8,308.7,1635,35.2,47,0,0,0,0,0,0,9.899999999999975,0,0,0,0.0003330311511103138,0,Low
2525,M17384,M,298.8,308.7,1446,45.5,49,0,0,0,0,0,0,9.899999999999975,0,0,0,0.012361196157535106,0,Low
2526,M17385,M,298.8,308.6,1598,35.1,52,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0014548937771542304,0,Low
2527,L49706,L,298.8,308.6,1501,35.0,55,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0003330311511103138,0,Low
2528,L49707,L,298.8,308.5,1450,50.8,57,0,0,0,0,0,0,9.699999999999989,0,1,0,0.016925562705175413,0,Low
2529,L49708,L,298.8,308.6,1730,25.9,59,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0022639252020068544,0,Low
2530,M17389,M,298.8,308.6,1571,33.7,61,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0015101614800903272,0,Low
2531,L49710,L,298.9,308.7,1438,51.7,64,0,0,0,0,0,0,9.800000000000011,0,1,0,0.05519636717165555,0,Low
2532,M17391,M,298.8,308.5,1510,38.7,66,0,0,0,0,0,0,9.699999999999989,0,0,0,0.0015101614800903272,0,Low
2533,L49712,L,298.9,308.7,1389,44.9,69,0,0,0,0,0,0,9.800000000000011,0,0,0,0.009188724814648767,0,Low
2534,L49713,L,298.8,308.7,1490,33.6,71,0,0,0,0,0,0,9.899999999999975,0,0,0,0.00038829885404641044,0,Low
2535,L49714,L,298.9,308.7,1729,26.6,73,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0026611424308821837,0,Low
2536,L49715,L,299.0,308.8,1495,38.4,75,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0005282813562336371,0,Low
2537,L49716,L,298.9,308.8,1281,53.9,77,0,0,0,0,0,0,9.900000000000034,0,1,0,0.05176289820406133,0,Low
2538,H31951,H,298.9,308.7,1353,48.1,79,0,0,0,0,0,0,9.800000000000011,0,1,0,0.008656750851099737,0,Low
2539,L49718,L,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,9.699999999999989,0,1,0,0.015740196522262155,0,Low
2540,L49719,L,299.1,308.8,1413,42.1,86,0,0,0,0,0,0,9.699999999999989,0,0,0,0.005305732568780341,0,Low
2541,L49720,L,299.1,308.8,1502,38.3,88,0,0,0,0,0,0,9.699999999999989,0,0,0,0.0010063690056360272,0,Low
2542,H31955,H,299.1,308.8,1553,32.6,90,0,0,0,0,0,0,9.699999999999989,0,0,0,0.0020747027355566333,0,Low
2543,H31956,H,299.2,308.9,1712,26.4,95,0,0,0,0,0,0,9.699999999999989,0,0,0,0.004484124043162088,0,Low
2544,L49723,L,299.3,309.0,1786,23.5,100,0,0,0,0,0,0,9.699999999999989,0,0,0,0.005387481828536322,0,Low
2545,L49724,L,299.2,309.0,1951,21.4,102,0,0,0,0,0,0,9.800000000000011,0,0,0,0.002858112127851881,0,Low
2546,M17405,M,299.2,309.0,1541,36.3,104,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0016501439822775537,0,Low
2547,L49726,L,299.2,309.1,1605,34.3,107,0,0,0,0,0,0,9.900000000000034,0,0,0,0.0005282813562336371,0,Low
2548,L49727,L,299.2,309.1,1578,38.1,109,0,0,0,0,0,0,9.900000000000034,0,0,0,0.0005282813562336371,0,Low
2549,M17408,M,299.3,309.2,1440,37.5,111,0,0,0,0,0,0,9.899999999999975,0,0,0,0.00916529088977368,0,Low
2550,L49729,L,299.4,309.2,1489,42.3,114,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0008394566216743343,0,Low
2551,L49730,L,299.4,309.3,1366,48.4,116,0,0,0,0,0,0,9.900000000000034,0,1,0,0.012624263292689519,0,Low
2552,L49731,L,299.3,309.2,1541,37.2,118,0,0,0,0,0,0,9.899999999999975,0,0,0,0.0008394566216743343,0,Low
2553,H31966,H,299.3,309.1,1552,40.7,120,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0015966150861542417,0,Low
2554,L49733,L,299.3,309.1,1473,40.3,125,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0005282813562336371,0,Low
2555,L49734,L,299.3,309.1,1531,37.9,127,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0005282813562336371,0,Low
2556,L49735,L,299.3,309.2,1511,37.2,129,0,0,0,0,0,0,9.899999999999975,0,0,0,0.0008394566216743343,0,Low
2557,M17416,M,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,9.800000000000011,0,1,0,0.011194006076684367,0,Low
2558,M17417,M,299.4,309.1,1440,50.0,134,0,0,0,0,0,0,9.700000000000044,0,1,0,0.011700072687424758,0,Low
2559,M17418,M,299.2,309.0,1881,23.9,137,0,0,0,0,0,0,9.800000000000011,0,0,0,0.006061523648984226,0,Low
2560,L49739,L,299.3,309.0,1447,50.4,140,0,0,0,0,0,1,9.699999999999989,0,1,0,0.017315601513687263,0,Low
2561,M17420,M,299.4,309.1,1326,62.0,142,0,0,0,0,0,0,9.700000000000044,0,1,0,0.2430943753694391,0,Medium
2562,L49741,L,299.4,309.2,1607,31.7,145,0,0,0,0,0,0,9.800000000000011,0,0,0,0.00981229413769367,0,Low
2563,L49742,L,299.3,309.1,1551,39.1,147,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0014521075728179433,0,Low
2564,L49743,L,299.3,309.1,1496,37.2,149,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0014521075728179433,0,Low
2565,L49744,L,299.3,309.1,1493,38.0,151,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0014521075728179433,0,Low
2566,L49745,L,299.4,309.1,1304,50.5,153,0,0,0,0,0,0,9.700000000000044,0,1,0,0.024486597444262875,0,Low
2567,M17426,M,299.3,309.0,1420,41.6,155,0,0,0,0,0,0,9.699999999999989,0,0,0,0.005845254982901976,0,Low
2568,L49747,L,299.4,309.1,1766,24.6,158,0,0,0,0,0,0,9.700000000000044,0,0,0,0.01763730083697334,0,Low
2569,L49748,L,299.6,309.2,1450,43.1,160,0,0,0,0,0,0,9.599999999999966,0,0,0,0.004081095963997565,0,Low
2570,H31983,H,299.5,309.2,1872,22.6,162,0,0,0,0,0,0,9.699999999999989,0,0,0,0.02231095214113218,0,Low
2571,L49750,L,299.6,309.2,1713,26.5,167,0,0,0,0,0,0,9.599999999999966,0,0,1,0.039030709651326795,0,Low
2572,M17431,M,299.5,309.2,1497,40.9,169,0,0,0,0,0,0,9.699999999999989,0,0,1,0.04177631838790018,0,Low
2573,M17432,M,299.4,309.1,1352,44.7,172,0,0,0,0,0,0,9.700000000000044,0,0,1,0.003433099842174058,0,Low
2574,L49753,L,299.5,309.2,1499,41.5,175,0,0,0,0,0,0,9.699999999999989,0,0,1,0.011903113412632052,0,Low
2575,L49754,L,299.5,309.3,1972,19.3,177,0,0,0,0,0,0,9.800000000000011,0,0,1,0.023661247609265593,0,Low
2576,L49755,L,299.5,309.3,1422,49.2,179,0,0,0,0,0,0,9.800000000000011,0,1,1,0.06507980952784509,0,Low
2577,L49756,L,299.5,309.3,1523,41.5,181,0,0,0,0,0,0,9.800000000000011,0,0,1,0.013667531823362934,0,Low
2578,L49757,L,299.5,309.4,1563,41.5,183,0,0,0,0,0,0,9.899999999999975,0,0,1,0.013344951178201643,0,Low
2579,L49758,L,299.4,309.3,1391,46.6,185,0,0,0,0,0,0,9.900000000000034,0,0,1,0.04807436345348344,0,Low
2580,L49759,L,299.3,309.1,1795,24.7,187,0,0,0,0,0,0,9.800000000000011,0,0,1,0.03390333224808875,0,Low
2581,L49760,L,299.3,309.1,1293,53.7,189,0,0,0,0,0,0,9.800000000000011,0,1,1,0.37471647280336523,0,Medium
2582,L49761,L,299.2,309.1,1345,60.7,191,1,0,0,0,1,0,9.900000000000034,0,1,1,0.9894338482630076,1,Critical
2583,L49762,L,299.2,309.0,1615,33.7,193,0,0,0,0,0,0,9.800000000000011,0,0,1,0.00893140457315015,0,Low
2584,L49763,L,299.2,308.9,1342,50.8,195,0,0,0,0,0,0,9.699999999999989,0,1,1,0.287723487910283,0,Medium
2585,L49764,L,299.1,308.8,1502,46.7,197,0,0,0,0,0,0,9.699999999999989,0,0,1,0.018424349653713756,0,Low
2586,M17445,M,299.0,308.7,1620,35.4,199,0,0,0,0,0,0,9.699999999999989,0,0,1,0.018841246325595293,0,Low
2587,L49766,L,299.0,308.7,1537,42.8,202,0,0,0,0,0,0,9.699999999999989,0,0,1,0.018661383932752806,0,Low
2588,L49767,L,299.0,308.7,2248,16.8,204,0,0,0,0,0,0,9.699999999999989,0,0,1,0.2072992343606595,0,Medium
2589,L49768,L,299.0,308.7,1706,28.6,206,0,0,0,0,0,0,9.699999999999989,0,0,1,0.39400296193850004,0,Medium
2590,L49769,L,299.0,308.7,2250,16.6,208,0,0,0,0,0,0,9.699999999999989,0,0,1,0.4014835051252413,0,Medium
2591,L49770,L,299.0,308.7,1396,48.6,0,0,0,0,0,0,0,9.699999999999989,0,1,0,0.022188095338973153,0,Low
2592,L49771,L,298.9,308.6,1522,46.4,2,0,0,0,0,0,0,9.700000000000044,0,0,0,0.007004393621363062,0,Low
2593,L49772,L,298.9,308.6,1539,45.4,4,0,0,0,0,0,0,9.700000000000044,0,0,0,0.007088378561994397,0,Low
2594,H32007,H,298.9,308.5,1415,54.0,6,0,0,0,0,0,0,9.600000000000025,0,1,0,0.031750931959072075,0,Low
2595,L49774,L,298.8,308.5,1446,37.0,11,0,0,0,0,0,0,9.699999999999989,0,0,0,0.0031524512471083088,0,Low
2596,M17455,M,298.8,308.6,1486,41.1,13,0,0,0,0,0,0,9.800000000000011,0,0,0,0.003141565419176225,0,Low
2597,L49776,L,299.0,308.7,1426,38.6,16,0,0,0,0,0,0,9.699999999999989,0,0,0,0.006729016916928034,0,Low
2598,L49777,L,299.0,308.7,1449,38.9,18,0,0,0,0,0,0,9.699999999999989,0,0,0,0.000919203376065162,0,Low
2599,L49778,L,299.1,308.8,1320,67.5,20,1,0,0,1,0,0,9.699999999999989,0,1,0,0.970441765520001,1,Critical
2600,M17459,M,299.2,308.9,1447,39.6,22,0,0,0,0,0,0,9.699999999999989,0,0,0,0.002957708704318646,0,Low
2601,L49780,L,299.3,309.0,1422,47.3,25,0,0,0,0,0,0,9.699999999999989,0,1,0,0.013104693287269443,0,Low
2602,L49781,L,299.3,309.1,1399,52.1,27,0,0,0,0,0,0,9.800000000000011,0,1,0,0.012445961304901545,0,Low
2603,L49782,L,299.4,309.2,1427,41.5,29,0,0,0,0,0,0,9.800000000000011,0,0,0,0.006259051643786415,0,Low
2604,M17463,M,299.3,309.2,1334,46.3,31,0,0,0,0,0,0,9.899999999999975,0,0,0,0.005205127793782064,0,Low
2605,M17464,M,299.3,309.1,1385,45.6,34,0,0,0,0,0,0,9.800000000000011,0,0,0,0.00870166397438649,0,Low
2606,L49785,L,299.4,309.2,1552,37.4,37,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0006704531357111161,0,Low
2607,H32020,H,299.4,309.3,1534,37.5,39,0,0,0,0,0,0,9.900000000000034,0,0,0,0.0017826465147545278,0,Low
2608,L49787,L,299.4,309.3,1448,48.6,44,0,0,0,0,0,0,9.900000000000034,0,1,0,0.018142251461165024,0,Low
2609,L49788,L,299.5,309.3,1409,44.7,46,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0038679686666245653,0,Low
2610,L49789,L,299.4,309.2,1621,34.5,48,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0007841889187382376,0,Low
2611,H32024,H,299.4,309.1,1547,40.9,50,0,0,0,0,0,0,9.700000000000044,0,0,0,0.002019435032620536,0,Low
2612,L49791,L,299.4,309.1,1957,22.1,55,0,0,0,0,0,0,9.700000000000044,0,0,0,0.005135244428630529,0,Low
2613,L49792,L,299.4,309.1,2421,14.2,57,0,0,0,0,0,0,9.700000000000044,0,0,0,0.13130300651904298,0,Low
2614,M17473,M,299.3,309.1,1571,38.3,59,0,0,0,0,0,0,9.800000000000011,0,0,0,0.0016501439822775537,0,Low
